story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk2_18","seekers","2","18","Transcendental Knowledge — deeper look","2.55, 2.56, 2.57","8-10 years (deeper, can mention Arjuna/Krishna)","2.55: The Lord said, ""When a man renounces all the desires of the mind and is content with himself, then he is said to possess firm wisdom."" | 2.56: He whose mind is not perturbed by pain, who has no longing for pleasures, who is free from desire, fear, and anger—he is called a sage of firm wisdom. | 2.57: He who has no love on any side, who, upon finding good or evil, neither rejoices nor hates—his wisdom is firmly set.","2.55: The Lord said, ""When a man renounces all the desires of the mind and is content with himself, then he is said to possess firm wisdom."" | 2.56: He whose mind is not perturbed by pain, who has no longing for pleasures, who is free from desire, fear, and anger—he is called a sage of firm wisdom. | 2.57: He who has no love on any side, who, upon finding good or evil, neither rejoices nor hates—his wisdom is firmly set."
"sk2_19","seekers","2","19","Transcendental Knowledge — deeper look","2.62, 2.63, 2.64","8-10 years (deeper, can mention Arjuna/Krishna)","2.62: To one who is thinking about sense-objects, attachment to them arises; from attachment arises desire, and from desire arises anger. | 2.63: Anger leads to delusion, which causes the loss of memory; the loss of memory leads to the destruction of discrimination, and with the destruction of discrimination, one is lost. | 2.64: But he who goes through the sense-objects with the senses free from love and hate, disciplined and controlled, attains serenity.","2.62: To one who is thinking about sense-objects, attachment to them arises; from attachment arises desire, and from desire arises anger. | 2.63: Anger leads to delusion, which causes the loss of memory; the loss of memory leads to the destruction of discrimination, and with the destruction of discrimination, one is lost. | 2.64: But he who goes through the sense-objects with the senses free from love and hate, disciplined and controlled, attains serenity."
"sk2_20","seekers","2","20","Transcendental Knowledge — deeper look","2.64, 2.65","8-10 years (deeper, can mention Arjuna/Krishna)","2.64: But he who goes through the sense-objects with the senses free from love and hate, disciplined and controlled, attains serenity. | 2.65: In that serenity, all sorrow is lost; for in the case of the person with a serene mind, the Buddhi is quickly established.","2.64: But he who goes through the sense-objects with the senses free from love and hate, disciplined and controlled, attains serenity. | 2.65: In that serenity, all sorrow is lost; for in the case of the person with a serene mind, the Buddhi is quickly established."
"sk2_21","seekers","2","21","Transcendental Knowledge — deeper look","2.70, 2.71, 2.72","8-10 years (deeper, can mention Arjuna/Krishna)","2.70: He into whom all desires enter, just as the waters enter the full and undisturbed sea, attains peace, and not he who longs after objects of desire. | 2.71: The one who, abandoning all desires, abides without longing, possession, and the sense of 'I' and 'mine', wins peace. | 2.72: This is the Brahmic state, O Arjuna. No one attaining to this is deluded. By abiding in this state even at the hour of death, one will attain the Self.","2.70: He into whom all desires enter, just as the waters enter the full and undisturbed sea, attains peace, and not he who longs after objects of desire. | 2.71: The one who, abandoning all desires, abides without longing, possession, and the sense of 'I' and 'mine', wins peace. | 2.72: This is the Brahmic state, O Arjuna. No one attaining to this is deluded. By abiding in this state even at the hour of death, one will attain the Self."
"s3_01","seeds","3","1","doing your duty","3.1, 3.2, 3.3","5-7 years (simple school/home analogies)","3.1: Arjuna said, ""O Krsna, if you deem knowledge to be superior to action, why then do you urge me to engage in this terrible deed?"" | 3.2: You confuse my mind with statements that seem to contradict each other; tell me for certain the one way by which I could reach the highest good. | 3.3: The Lord said, ""In this world, a two-fold way was of yore laid down by Me, O sinless one: Jnana Yoga for the Sankhyas and Karma Yoga for the Yogins.""","3.1: Arjuna said, ""O Krsna, if you deem knowledge to be superior to action, why then do you urge me to engage in this terrible deed?"" | 3.2: You confuse my mind with statements that seem to contradict each other; tell me for certain the one way by which I could reach the highest good. | 3.3: The Lord said, ""In this world, a two-fold way was of yore laid down by Me, O sinless one: Jnana Yoga for the Sankhyas and Karma Yoga for the Yogins."""
"s3_02","seeds","3","2","setting a good example","3.9, 3.10","5-7 years (simple school/home analogies)","3.9: This world is held in the bondage of work only when work is not performed as a sacrifice. O Arjuna, you must perform work for this purpose, free from attachm... | 3.10: In the beginning, the Lord of all beings created man along with the sacrifice and said, ""By this shall you prosper; this shall be the cow of plenty, granting...","3.9: This world is held in the bondage of work only when work is not performed as a sacrifice. O Arjuna, you must perform work for this purpose, free from attachm... | 3.10: In the beginning, the Lord of all beings created man along with the sacrifice and said, ""By this shall you prosper; this shall be the cow of plenty, granting..."
"s3_03","seeds","3","3","selfless service","3.19, 3.20","5-7 years (simple school/home analogies)","3.19: Therefore, do your work without attachment, which ought to be done. For, a person who works without attachment attains the Supreme. | 3.20: Indeed, Janaka and others reached perfection through Karma Yoga alone. Even recognizing its necessity for guiding the world, you must perform action.","3.19: Therefore, do your work without attachment, which ought to be done. For, a person who works without attachment attains the Supreme. | 3.20: Indeed, Janaka and others reached perfection through Karma Yoga alone. Even recognizing its necessity for guiding the world, you must perform action."
"s3_04","seeds","3","4","doing your duty","3.21, 3.22","5-7 years (simple school/home analogies)","3.21: Whatever a great man does, others do too. Whatever standard he sets, the world follows it. | 3.22: For me, Arjuna, there is nothing in all the three worlds that ought to be done, nor is there anything unaccomplished that ought to be accomplished. Yet I con...","3.21: Whatever a great man does, others do too. Whatever standard he sets, the world follows it. | 3.22: For me, Arjuna, there is nothing in all the three worlds that ought to be done, nor is there anything unaccomplished that ought to be accomplished. Yet I con..."
"s3_05","seeds","3","5","setting a good example","3.35, 3.36","5-7 years (simple school/home analogies)","3.35: Better is one's own duty, even if done poorly, than the duty of another done well. It is better to die while performing one's own duty; the duty of another i... | 3.36: Arjuna said, ""But, O Krsna, what impels one to commit sin, even against their own will, as if constrained by force?""","3.35: Better is one's own duty, even if done poorly, than the duty of another done well. It is better to die while performing one's own duty; the duty of another i... | 3.36: Arjuna said, ""But, O Krsna, what impels one to commit sin, even against their own will, as if constrained by force?"""
"s3_06","seeds","3","6","selfless service","3.40, 3.41","5-7 years (simple school/home analogies)","3.40: The senses, the mind, and the intellect are said to be its instruments; by these, it overpowers the embodied self, enveloping its knowledge. | 3.41: Therefore, O Arjuna, control your senses from the outset and slay this sinful thing that destroys both knowledge and discernment.","3.40: The senses, the mind, and the intellect are said to be its instruments; by these, it overpowers the embodied self, enveloping its knowledge. | 3.41: Therefore, O Arjuna, control your senses from the outset and slay this sinful thing that destroys both knowledge and discernment."
"sk3_01","seekers","3","1","doing your duty","3.1, 3.2","8-10 years (deeper, can mention Arjuna/Krishna)","3.1: Arjuna said, ""O Krsna, if you deem knowledge to be superior to action, why then do you urge me to engage in this terrible deed?"" | 3.2: You confuse my mind with statements that seem to contradict each other; tell me for certain the one way by which I could reach the highest good.","3.1: Arjuna said, ""O Krsna, if you deem knowledge to be superior to action, why then do you urge me to engage in this terrible deed?"" | 3.2: You confuse my mind with statements that seem to contradict each other; tell me for certain the one way by which I could reach the highest good."
"sk3_02","seekers","3","2","setting a good example","3.3, 3.4, 3.5","8-10 years (deeper, can mention Arjuna/Krishna)","3.3: The Lord said, ""In this world, a two-fold way was of yore laid down by Me, O sinless one: Jnana Yoga for the Sankhyas and Karma Yoga for the Yogins."" | 3.4: No one experiences freedom from action (Naiskarmya) by abstaining from work; and no one ever attains success through mere renunciation of work. | 3.5: No one can remain still for even a moment without doing work; for everyone is compelled to act, despite themselves, by the Gunas born of Nature.","3.3: The Lord said, ""In this world, a two-fold way was of yore laid down by Me, O sinless one: Jnana Yoga for the Sankhyas and Karma Yoga for the Yogins."" | 3.4: No one experiences freedom from action (Naiskarmya) by abstaining from work; and no one ever attains success through mere renunciation of work. | 3.5: No one can remain still for even a moment without doing work; for everyone is compelled to act, despite themselves, by the Gunas born of Nature."
